name|src_file|src_line|total_ns|total_perc|counts|mean_ns|min_ns|max_ns|std_ns
"Picking"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|523|20739|0.000001|173|119|32|5164|391.498478
LLGLSLShader::uniform3f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1884|2272885|0.000085|23253|97|22|25235|205.534917
"network"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5299|1071610|0.000040|172|6230|3704|60210|8575.312256
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|154|6507|0.000000|41|158|108|342|52.299379
"getGeometryVolume - indices"|E:\BoxxyViewer\indra\newview\llface.cpp|1437|2609342|0.000097|4668|558|59|78748|2294.426826
LLParticlePartition::getGeometry|E:\BoxxyViewer\indra\newview\llvopartgroup.cpp|786|34556386|0.001286|3355|10299|438|219037|22141.950647
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|7181|80818|0.000003|3474|23|6|876|22.056050
LLTextureCacheWorker::finishWork|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|729|104356|0.000004|35|2981|338|7751|2762.286239
LLViewerTexture::bindDefaultImage|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|832|563794|0.000021|4243|132|28|14957|295.600431
"renderAlpha - group"|E:\BoxxyViewer\indra\newview\lldrawpoolalpha.cpp|643|522429785|0.019444|178869|2920|6|262443|7524.093876
LLVolume::createVolumeFaces|E:\BoxxyViewer\indra\llmath\llvolume.cpp|2935|463739|0.000017|70|6624|1768|60927|7774.611689
LLViewerMediaImpl::update|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|2898|4392366|0.000163|688|6384|1911|297248|23021.574993
LL::WorkQueueBase::callWork|E:\BoxxyViewer\indra\llcommon\workqueue.cpp|209|1807575336|0.067276|878|2058741|103|18028145|5193908.617726
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::done|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|587|74756|0.000003|1512|49|20|476|42.478460
LL::WorkQueueBase::postMaybe|E:\BoxxyViewer\indra\llcommon\workqueue.h|553|25819|0.000001|43|600|470|1349|150.792273
"HUD"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1504|529199152|0.019696|172|3076739|2399283|4508917|355109.201360
"display - 2"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|801|1011601749|0.037651|173|5847408|3965330|14849136|1341410.157254
LLRenderPass::pushUntexturedBatch|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|759|90170865|0.003356|426530|211|106|114288|397.503279
LLStopWatchControlsMixinCommon::setPlayState|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|1060|1707569|0.000064|172|9927|8921|13383|806.666134
LLMutex::isLocked|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|103|3262|0.000000|41|79|20|157|35.759964
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::resize|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|182|103514|0.000004|344|300|126|1117|117.008983
LLTrace::SampleAccumulator::sample|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|338|509766|0.000019|3633|140|24|1392|114.631914
LLVolumeImplFlexible::preRebuild|E:\BoxxyViewer\indra\newview\llflexibleobject.cpp|727|152403|0.000006|37|4119|2426|12961|2048.021878
"vb cache clean"|E:\BoxxyViewer\indra\llrender\llrender.cpp|1624|9816285|0.000365|15|654419|500193|1381761|206686.362013
"processRequest - retry"|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|521|1689194188|0.062870|173|9764128|831|16665506|7594251.108816
LLVOAvatar::getAssociatedVolumes|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11399|2926924|0.000109|214|13677|604|76813|10887.653970
"df JoystickKeyboard"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1441|2711312|0.000101|172|15763|2212|373471|45170.318973
LLPath::generate|E:\BoxxyViewer\indra\llmath\llvolume.cpp|1461|100069|0.000004|33|3032|356|10185|2189.960880
FTM_MEDIA_UPDATE_VOLUME|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|2156|419589|0.000016|688|609|355|1908|285.049098
LLImageGL::setManualImage|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1311|181083|0.000007|35|5173|461|13452|4825.661369
"tfwdw - SEND_HTTP_REQ"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1386|150608|0.000006|17|8859|2651|22294|5169.634386
LLHUDNameTag::updateAll|E:\BoxxyViewer\indra\newview\llhudnametag.cpp|744|12982186|0.000483|173|75041|67388|102376|5829.149043
LLVOAvatar::getTotalGPURenderTime|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12711|3061780|0.000114|172|17801|5038|131213|13981.812200
LLViewerObject::createObject|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|153|278021|0.000010|41|6781|5538|9869|920.850911
LLSettingsVOSky::updateSettings|E:\BoxxyViewer\indra\newview\llsettingsvo.cpp|660|1235424|0.000046|173|7141|4733|44475|2999.666207
LLAudioEngine::idle|E:\BoxxyViewer\indra\llaudio\llaudioengine.cpp|228|5473411|0.000204|173|31638|19921|100865|18250.477573
LLPipeline::processPartitionQ|E:\BoxxyViewer\indra\newview\pipeline.cpp|3144|74399|0.000003|173|430|157|18038|1450.209237
LLViewerRegion::idleUpdate|E:\BoxxyViewer\indra\newview\llviewerregion.cpp|1615|1491524|0.000056|173|8621|6232|25317|1809.119124
LLPipeline::bindDeferredShader|E:\BoxxyViewer\indra\newview\pipeline.cpp|8341|81456275|0.003032|22650|3596|1306|108132|2605.249070
LLPipeline::renderShadow|E:\BoxxyViewer\indra\newview\pipeline.cpp|9821|809718730|0.030137|1024|790740|265480|9918965|656776.029773
"lllog"|E:\BoxxyViewer\indra\llplugin\llpluginmessagepipe.cpp|308|5857|0.000000|67|87|8|239|73.849150
"Update Camera"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|207|498272|0.000019|345|1444|801|4983|428.333690
"vbo pool miss"|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|452|1000516|0.000037|106|9438|151|72465|12287.025308
LLVolumeFace::createTangents|E:\BoxxyViewer\indra\llmath\llvolume.cpp|6909|172637|0.000006|8942|19|6|1128|45.290864
"lllog"|E:\BoxxyViewer\indra\newview\llcontrolavatar.cpp|592|506|0.000000|6|84|9|204|77.761173
"llvfcs - generate indices"|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7312|18022|0.000001|71|253|11|1233|243.970402
LLVOVolume::regenFaces|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1865|178608|0.000007|142|1257|156|2338|364.275654
LLDrawPoolAvatar::prerender|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|137|534212|0.000020|37976|14|5|897|22.935034
LLDrawable::getSpatialPartition|E:\BoxxyViewer\indra\newview\lldrawable.cpp|1198|2624163|0.000098|62630|41|7|11641|116.752069
"df mainloop"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1422|4100630|0.000153|172|23840|8482|123967|33978.327812
LLVolumeFace::cacheOptimize|E:\BoxxyViewer\indra\llmath\llvolume.cpp|5994|4997695|0.000186|85|58796|1871|2750948|297398.795864
LLTrace::AccumulatorBufferGroup::handOffTo|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|60|1262423|0.000047|516|2446|2228|4833|280.878839
LLDrawPoolAvatar::endDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|192|583745|0.000022|1821|320|14|3081|394.459185
process_object_update|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|3603|3705178|0.000138|98|37807|4955|191276|25796.672555
LLCore::HttpOpRequest::sslCertVerifyCallback|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|1052|390538|0.000015|1|390538|390538|390538|0.000000
LLMotionController::updateIdleMotion|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|516|19094224|0.000711|205704|92|5|60491|244.363935
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4140|228|0.000000|3|76|34|100|36.496575
LLWebRTCVoiceClient::sessionState::processSessionStates|E:\BoxxyViewer\indra\newview\llvoicewebrtc.cpp|2231|10985|0.000000|43|255|169|1067|148.865551
LLImageDecodeThread::decodeImage|E:\BoxxyViewer\indra\llimage\llimageworker.cpp|97|60671|0.000002|18|3370|1899|5046|895.345579
LLDrawable::updateMoveDamped|E:\BoxxyViewer\indra\newview\lldrawable.cpp|848|24487398|0.000911|77575|315|52|63090|439.994347
LLDrawable::init|E:\BoxxyViewer\indra\newview\lldrawable.cpp|102|89919|0.000003|41|2193|1819|2995|283.679661
"lllog"|E:\BoxxyViewer\indra\newview\llvoicewebrtc.cpp|397|210|0.000000|1|210|210|210|0.000000
LLCore::HttpOpRequest::visitNotifier|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|256|1918551|0.000071|42|45679|2271|83913|30273.508902
LLEventPolling::Details::LLEventPollImpl::handleMessage|E:\BoxxyViewer\indra\newview\lleventpoll.cpp|101|488304|0.000018|23|21230|18157|26605|2493.868827
LLTextureFetch::removeFromHTTPQueue|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2661|16996|0.000001|23|738|97|1408|412.439858
LLViewerJointMesh::updateFaceData|E:\BoxxyViewer\indra\newview\llviewerjointmesh.cpp|342|484334|0.000018|403|1201|6|16684|1789.667016
LLTextureFetchWorker::DecodeResponder::completed|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|355|41601|0.000002|18|2311|1370|3687|546.373445
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|242|188619|0.000007|1677|112|6|1654|77.180023
LLWorld::renderPropertyLines|E:\BoxxyViewer\indra\newview\llworld.cpp|771|50287|0.000002|172|292|139|710|92.317942
LLDrawPoolGrass::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|139|756809|0.000028|317|2387|1307|13255|973.896077
"Env Update"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|747|9548417|0.000355|173|55193|45998|152227|9350.054181
LLGLTFMaterialList::applyQueuedOverrides|E:\BoxxyViewer\indra\newview\llgltfmateriallist.cpp|271|1012431|0.000038|4888|207|26|2119|169.456375
"df pauseMainloopTimeout"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1465|128170|0.000005|172|745|251|3820|732.898539
"Emissives"|E:\BoxxyViewer\indra\newview\lldrawpoolalpha.cpp|572|2736632|0.000102|10596|258|114|76315|797.348643
"ARC - face list"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|4365|1317275|0.000049|3490|377|10|28760|551.500747
LLTrace::Recording::handleStart|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|129|1295357|0.000048|172|7531|6647|10359|672.097576
LLPluginClassMedia::idle|E:\BoxxyViewer\indra\llplugin\llpluginclassmedia.cpp|176|6030154|0.000224|861|7003|1294|295194|22292.645245
"lllog"|E:\BoxxyViewer\indra\newview\llselectmgr.cpp|6019|1806921|0.000067|44|41066|19034|68911|19183.581522
LLSettingsSky::blend|E:\BoxxyViewer\indra\llinventory\llsettingssky.cpp|577|4884039|0.000182|173|28231|22068|125031|7998.278849
LLViewerFetchedTexture::destroyRawImage|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2939|13838|0.000001|360|38|6|660|38.801473
"Render Cube Face"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1160|166564521|0.006199|172|968398|127360|4141687|954623.369661
"qt - update"|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|166|1033050|0.000038|516|2002|75|46412|4165.123373
LLPipeline::updateCull|E:\BoxxyViewer\indra\newview\pipeline.cpp|2552|162303497|0.006041|1029|157729|4004|984671|244315.924643
LLStatusBar::draw|E:\BoxxyViewer\indra\newview\llstatusbar.cpp|148|7685451|0.000286|172|44682|35014|114811|10916.301512
LLTrace::AccumulatorBufferGroup::reset|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|124|5719070|0.000213|2236|2557|2074|63600|2074.890462
LLDrawPoolAvatar::beginDeferredSkinned|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|639|487974|0.000018|607|803|118|12828|856.813447
LLDrawPoolAvatar::beginDeferredImpostor|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|545|208153|0.000008|346|601|236|1738|310.580508
"df gMeshRepo"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1608|64693|0.000002|172|376|229|941|107.243152
"display - 5"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|994|349437282|0.013006|173|2019868|1738300|2710252|168633.333957
FTM_UPDATE_WORLD_VIEW|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|4197|212784|0.000008|172|1237|741|2425|290.775631
LLViewerObjectList::update|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|834|815396559|0.030348|172|4740677|3966956|6049145|370251.210741
LLRenderPass::pushRiggedBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|513|126893014|0.004723|16407|7734|6|181865|16753.147779
LLPath::genNGon|E:\BoxxyViewer\indra\llmath\llvolume.cpp|1224|85718|0.000003|26|3296|1067|9965|2180.585316
"Network"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5372|42436655|0.001579|172|246724|46320|1017634|253714.566633
LLBodyNoiseMotion::onUpdate|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|368|282399|0.000011|2843|99|14|1028|138.481442
LLTrace::PeriodicRecording::getPeriodMeanPerSec|E:\BoxxyViewer\indra\llcommon\lltracerecording.h|574|900891|0.000034|173|5207|4453|8514|537.316632
LLOcclusionCullingGroup::checkOcclusion|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1111|65482867|0.002437|472696|138|5|103543|299.567593
"lllog"|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|519|746|0.000000|4|186|117|282|79.166491
LLTrace::PeriodicRecording::getPeriodMax|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|741|664609|0.000025|6020|110|88|52820|685.841049
LLDrawPoolTerrain::beginShadowPass|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|157|530914|0.000020|1024|518|196|2237|298.884613
"shadow alpha masked"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9945|9868603|0.000367|2048|4818|119|118864|5642.408472
"getGeometryVolume - tangent"|E:\BoxxyViewer\indra\newview\llface.cpp|2074|3204242|0.000119|1710|1873|50|242874|11246.027345
LLTextureFetchWorker::CacheReadResponder::completed|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|305|23062|0.000001|19|1213|319|2258|584.570830
LLVOAvatar::getMaxGPURenderTime|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12725|204591|0.000008|172|1189|1072|2236|173.036875
"mwp - default"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|3602|1557|0.000000|6|259|160|458|145.469584
LLCore::HttpOpRequest::curlSslCtxCallback|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|1025|1955|0.000000|1|1955|1955|1955|0.000000
LLRenderPass::pushUntexturedBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|460|44726755|0.001665|14351|3116|6|106198|5875.151015
LLDrawPoolAvatar::render|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|425|29034718|0.001081|164070|176|23|63512|581.757686
`anonymous-namespace'::RecordToStderr::recordMessage|E:\BoxxyViewer\indra\llcommon\llerror.cpp|239|242333|0.000009|44|5507|3663|8724|1614.740810
LLVOAvatar::getAverageGPURenderTime|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12739|295423|0.000011|172|1717|1495|10672|891.439145
LLVolumeGeometryManager::genDrawInfo|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6574|52160043|0.001941|12464|4184|345|3263914|46460.509573
LLTrace::PeriodicRecording::getPeriodMeanPerSec|E:\BoxxyViewer\indra\llcommon\lltracerecording.h|552|2623419|0.000098|1035|2534|92|8765|1940.570316
"tfwdw - DECODE_IMAGE_UPDATE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1825|52973|0.000002|36|1471|28|10477|2125.981595
LLRenderPass::pushUntexturedRiggedBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|541|108399446|0.004035|13312|8142|6|181815|16746.474724
LLViewerFetchedTexture::scheduleCreateTexture|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1609|12455|0.000000|14|889|95|1656|399.030074
LLPipeline::renderDeferredLighting|E:\BoxxyViewer\indra\newview\pipeline.cpp|8602|1137904977|0.042352|344|3307863|68127|8561906|2934628.591980
LLVOVolume::updateTextures|E:\BoxxyViewer\indra\newview\llvovolume.cpp|795|87572532|0.003259|32942|2658|33|134705|3028.152203
`anonymous-namespace'::ImplMap::makeMap|E:\BoxxyViewer\indra\llcommon\llsd.cpp|487|179441|0.000007|6978|25|5|7477|152.748989
LLVOAvatarSelf::writeWearablesToAvatar|E:\BoxxyViewer\indra\newview\llvoavatarself.cpp|813|8504528|0.000317|172|49444|42837|96556|6069.038840
"doOcclusion - draw"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1269|1504761|0.000056|45099|33|28|5878|47.546804
LLSDXMLParser::doParse|E:\BoxxyViewer\indra\llcommon\llsdserialize_xml.cpp|1008|2678941|0.000100|127|21094|7790|44246|11278.097329
LLDrawPoolBump::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|597|6038991|0.000225|1011|5973|1546|20031|3692.250558
"doOcclusion - set state"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1289|372515|0.000014|45099|8|6|2007|17.325387
"lllog"|E:\BoxxyViewer\indra\newview\lltoolpie.cpp|832|22628|0.000001|172|131|95|704|55.643077
LLMotionController::activateMotionInstance|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|979|236847|0.000009|134|1767|242|6941|1211.637750
"rmdo - glGetQueryObject"|E:\BoxxyViewer\indra\newview\llreflectionmap.cpp|351|2309554|0.000086|14878|155|38|24993|251.319668
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1852|6797|0.000000|18|377|33|1719|379.236152
"df idle"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1472|1112063480|0.041390|172|6465485|5061554|8435711|685923.446915
"calcPixelArea - rigged"|E:\BoxxyViewer\indra\newview\llface.cpp|2296|262570847|0.009773|372858|704|26|149669|719.041763
LLTextBase::reflow|E:\BoxxyViewer\indra\llui\lltextbase.cpp|1834|1768955|0.000066|20126|87|21|9975|244.757098
LLTextureFetch::getRequestFinished|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2795|505507|0.000019|14|36107|5169|52906|15793.255803
"tfwdw - LOAD_FROM_TEXTURE_CACHE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1145|358691|0.000013|46|7797|11|87043|12998.281260
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4041|16253|0.000001|194|83|6|660|107.763486
LLTrace::Recording::update|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|97|3215695|0.000120|517|6219|33|62095|9277.360223
LLPipeline::renderAlphaObjects|E:\BoxxyViewer\indra\newview\pipeline.cpp|6970|17179561|0.000639|2048|8388|72|145590|10139.002607
LLMeshRepoThread::notifyLoadedMeshes|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|3411|636986|0.000024|1118|569|6|318388|10119.132904
LLFlyAdjustMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llkeyframewalkmotion.cpp|378|3896|0.000000|15|259|135|540|134.407430
LLViewerObject::unpackParticleSource|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|6447|346470|0.000013|312|1110|322|4274|784.728413
"lllog"|E:\BoxxyViewer\indra\llui\lltextbase.cpp|2601|62930|0.000002|814|77|6|50746|1778.398409
FTM_LOD_UPDATE|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5611|103347426|0.003846|173|597383|79136|1295262|320478.883601
LLSpatialPartition::calcDistance|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|640|31406787|0.001169|222623|141|6|50025|211.793034
LLPipeline::doAtmospherics|E:\BoxxyViewer\indra\newview\pipeline.cpp|9206|2313357|0.000086|867|2668|6|27654|3425.593438
LLTextureFetch::getWorkerAfterLock|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2771|64232|0.000002|129|497|9|6113|601.984239
render_hud_elements|E:\BoxxyViewer\indra\newview\pipeline.cpp|3919|2325952|0.000087|344|6761|545|45038|6655.440944
LLUICtrlFactory::createWidgetImpl|E:\BoxxyViewer\indra\llui\lluictrlfactory.h|213|1187|0.000000|1|1187|1187|1187|0.000000
"lllog"|E:\BoxxyViewer\indra\llcommon\lleventcoro.cpp|313|11609|0.000000|53|219|7|902|118.033568
"lllog"|E:\BoxxyViewer\indra\newview\llsechandler_basic.cpp|1124|40|0.000000|1|40|40|40|0.000000
"shadow alpha material"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9980|240423290|0.008948|2048|117394|728|602815|125730.366851
"pushRiggedGLTFBatch"|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|1020|4717913|0.000176|9396|502|160|9353|429.119626
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::resize|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|182|150577|0.000006|344|437|226|1115|139.989306
LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::pushIfOpen|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|325|55260|0.000002|111|497|307|1545|154.067193
"deferred pools"|E:\BoxxyViewer\indra\newview\pipeline.cpp|4107|434552699|0.016174|606|717083|25171|2574445|785845.226550
LLPipeline::updateMovedList|E:\BoxxyViewer\indra\newview\pipeline.cpp|2152|43020964|0.001601|346|124338|70260|252100|34373.161505
LLThread::lockData|E:\BoxxyViewer\indra\llcommon\llthread.cpp|493|293300|0.000011|950|308|60|11507|698.645246
LLShaderUniforms::apply|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|2042|36488375|0.001358|104236|350|6|95813|654.625716
LLVOVolume::updateLOD|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1758|28108862|0.001046|97725|287|36|70554|411.723945
LLPumpIO::pump|E:\BoxxyViewer\indra\llmessage\llpumpio.cpp|435|140750|0.000005|172|818|553|1632|170.045333
LLSkinningUtil::updateRiggingInfo|E:\BoxxyViewer\indra\newview\llskinningutil.cpp|332|122337|0.000005|69|1773|334|35484|4196.652833
LLVOAvatar::updateSkinInfoMatrixPalette|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|10589|66929453|0.002491|67539|990|107|134446|974.065097
"shadow alpha blend"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9954|17232637|0.000641|2048|8414|90|145647|10145.909227
FTM_CLEANUP|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5493|6582321|0.000245|173|38048|364|290856|70476.092685
"doOcclusion - render"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1207|15855809|0.000590|45099|351|221|27958|234.783938
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2642|4205|0.000000|19|221|9|401|102.728877
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::tryLock|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|278|67454|0.000003|16|4215|148|21868|6557.628870
"idle network"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|6054|36293383|0.001351|172|211008|16533|966989|251193.477336
ImageRequest::processRequest|E:\BoxxyViewer\indra\llimage\llimageworker.cpp|159|47725104|0.001776|18|2651394|360442|6071037|1973658.859384
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::~AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|79|154404|0.000006|344|448|76|6488|383.048361
LLViewerTextureList::updateImagesLoadingFastCache|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1195|14886|0.000001|173|86|27|273|54.722662
"vtluift - copy"|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1280|8183448|0.000305|173|47303|39539|69876|5127.914060
LLVOAvatar::idleUpdate|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|2941|777381292|0.028933|15538|50030|4295|589636|68937.720728
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|68|361497|0.000013|344|1050|382|2837|308.250821
LLTextureFetchWorker::doWork|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1039|3025617|0.000113|210|14407|132|142636|23941.148960
LLPipeline::renderGeomShadow|E:\BoxxyViewer\indra\newview\pipeline.cpp|4359|43264142|0.001610|1024|42250|22569|259556|14454.666766
LLGLSLShader::uniform2f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1363|875101|0.000033|69327|12|6|11466|52.200536
LLSpatialBridge::setVisible|E:\BoxxyViewer\indra\newview\lldrawable.cpp|1507|85702860|0.003190|140240|611|6|131010|1047.576659
LLViewerFetchedTexture::preCreateTexture|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1446|4951|0.000000|14|353|27|496|146.292910
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::~AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|79|107580|0.000004|344|312|46|7099|394.490305
LLDrawPoolFullbright::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|158|11624032|0.000433|1011|11497|124|71820|16646.986791
"lllog"|E:\BoxxyViewer\indra\llmessage\message.cpp|2390|1783|0.000000|23|77|36|172|40.001136
LLCondition::wait|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|341|5159161368|0.192019|1117|4618765|219108|20765458|4298709.334856
LLDrawPoolGlow::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|47|9955634|0.000371|839|11866|310|63611|16043.899144
`anonymous-namespace'::RecordToWinDebug::recordMessage|E:\BoxxyViewer\indra\llcommon\llerror.cpp|343|10770|0.000000|44|244|9|946|241.537613
LLGLSLShader::uniform4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1598|7471064|0.000278|349298|21|9|143246|344.497328
LLBreatheMotionRot::onUpdate|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|489|3727|0.000000|19|196|107|358|72.635697
LLRenderPass::uploadMatrixPalette|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|809|181427617|0.006753|1585831|114|5|135434|400.379533
LLImageDecodeThread::update|E:\BoxxyViewer\indra\llimage\llimageworker.cpp|82|81194|0.000003|172|472|155|1228|149.156655
LLVOAvatar::updateRiggingInfo|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11458|5243170|0.000195|214|24500|1139|90447|16642.976674
LLTrace::Recording::handleReset|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|118|1001255|0.000037|344|2910|2106|63680|4066.223398
"df gatherInput"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1395|16437|0.000001|172|95|68|758|58.450509
